last_year_today,paid_date_day,total_nmv,carbody_nmv,thirdparty_nmv,other_types_nmv,sellers_nmv,snappbimeh_nmv,bimebazar_nmv,other_partners_nmv,total_issuance_time_hours,less_than_12_hours_thirdparty,less_than_24_hours_thirdparty,less_than_48_hours_thirdparty,less_than_120_hours_thirdparty,more_than_120_hours_thirdparty,less_than_12_hours_carbody,less_than_24_hours_carbody,less_than_48_hours_carbody,less_than_120_hours_carbody,more_than_120_hours_carbody,bb_twenty_minutes_sla_count,bb_two_hours_sla_count,bb_redline_sla_counts,sb_twenty_minutes_sla_count,sb_two_hours_sla_count,sb_redline_sla_counts,count_of_orders,bb_count_of_cash_orders,total_carbody_count,total_thirdparty_count,carbody_48hours,thirdparty_bb_order_count,thirdparty_snappbimeh_order_count,bb_league1_nmv,bb_league2_nmv,bb_other_league_nmv,snappbimeh_league1_nmv,snappbimeh_league2_nmv,snappbimeh_other_league_nmv,bb_bnpl_nmv,bb_cash_nmv,snappbime_bnpl_nmv,snappbime_cash_nmv,bb_voucher_amount,bb_non_voucher_count,count_of_created_orders,created_carbody_orders,created_thirdparty_orders,thirdparty_cancelled_count,carbody_cancelled_count
2023-08-04,2024-08-04,2887291378,176757088,2689214505,21319785,86085801,953550933,1847654644,0,7445.3078285494444444,535,31,8,7,2,7,1,28,15,3,145,275,277,66,140,160,664,377,54,583,36,415,215,1446950322,219251688,181452634,571298518,118080121,264172294,244684100,1602970544,0,889221183,92540908,118,2172,302,1821,24,10
2023-08-03,2024-08-03,2872727718,180928249,2670435618,21363851,33720312,1233641892,1605365514,0,6573.5569476330555556,552,39,16,1,1,2,6,25,20,5,123,231,259,72,175,220,692,358,58,609,33,381,277,1198315149,179806001,227244364,777723365,183176714,272741813,181348756,1424016758,0,1115032833,81340363,109,3250,446,2685,31,16
2023-08-02,2024-08-02,1883696609,113205992,1767179539,3311078,20492012,759739602,1101557857,1907138,4926.5526915361111111,338,53,11,3,1,2,3,15,19,3,106,169,165,35,101,117,459,241,42,406,20,263,180,850821867,109269175,141944168,417839593,160911296,180988713,152723813,948834044,0,677995262,59929758,58,2022,316,1684,14,8
2023-08-01,2024-08-01,2459640132,110257378,2314453676,34929078,29853257,796434365,1633352510,0,6613.4978669925000000,491,18,14,1,0,3,1,7,24,4,106,253,283,39,110,151,593,340,39,524,11,374,188,1214690350,150208950,268453210,441052175,122816185,232566005,229881032,1403471478,0,726889960,79951038,98,2244,350,1863,26,12
2023-07-31,2024-07-31,2565614073,132567339,2390034905,43011829,43556209,964771731,1553812175,3473958,6262.9518818575000000,512,34,9,9,1,2,5,11,26,2,156,252,248,56,161,167,638,344,46,565,18,369,238,1217742439,140725543,195344193,573981602,138784607,252005522,175193929,1378618246,0,902735396,79265664,107,2485,353,2043,20,7
2023-07-30,2024-07-30,2812067452,177340816,2578348018,56378618,40025084,1050930694,1715036275,6075399,8435.1502439222222222,552,35,15,5,2,8,2,12,27,6,145,269,286,57,157,181,703,398,55,609,22,415,241,1332546925,146733042,238523122,594796289,172539852,283594553,150979503,1564056772,0,969766650,93572145,118,2884,541,2249,23,14
2023-07-29,2024-07-29,2960492299,158060790,2756929711,45501798,56934952,1023396971,1875603940,4556436,7205.2708866894444444,551,48,15,3,0,2,3,17,23,6,178,287,279,52,146,166,710,394,51,617,22,435,235,1496512755,172287395,206803790,608275635,174442599,240678737,276293292,1599310648,0,942357912,93785837,125,2832,372,2317,32,4
2023-07-28,2024-07-28,2645848274,99746592,2538181680,7920002,14689320,905265844,1718673253,7219857,4463.2000756761111111,501,44,9,2,0,4,1,12,17,2,159,272,246,54,133,175,607,347,36,556,17,374,216,1372953320,135100617,211874436,563077306,119582080,222606458,167915213,1550758040,0,838213827,90643265,98,2690,383,2265,26,8
2023-07-27,2024-07-27,2608907607,138572925,2436021679,34313003,50313611,979275465,1574726011,4592520,6023.6552144350000000,526,31,19,3,2,1,3,19,16,1,134,244,257,61,163,185,650,356,40,581,23,382,233,1169488620,146957535,264128305,530945478,148331823,299998164,190997636,1383728375,0,906197835,82069928,111,3154,412,2693,29,6
2023-07-26,2024-07-26,2077424430,76943419,1934337379,66143632,44474908,751315210,1275890663,5743649,5273.9383715155555556,383,42,11,5,0,1,4,12,7,0,110,195,194,51,121,141,494,279,24,441,17,296,180,1015073181,121691967,139125515,454960634,126209150,170145426,138664639,1137226024,0,678174464,67911534,80,1750,283,1441,20,3
2023-07-25,2024-07-25,2145671465,88273819,2027349978,30047668,37078103,679267231,1418342836,10983295,5987.8180224183333333,408,38,11,2,1,1,2,11,13,3,87,185,229,17,70,131,509,299,30,460,14,324,163,1160677862,104208478,153456496,349845022,170998347,158423862,146070317,1272272519,0,605542173,74863047,87,2453,421,1988,25,9
2023-07-24,2024-07-24,2860818384,143006615,2666423428,51388341,101045088,935387421,1822022498,2363377,7854.6329398719444444,529,47,14,1,0,1,3,7,30,6,152,283,278,40,142,160,675,395,47,591,11,424,208,1394101674,175539673,252381151,437503447,212524806,285359168,204971802,1617050696,0,823295238,95539533,125,2237,337,1845,21,9
2023-07-23,2024-07-23,3218583381,141215870,3060135334,17232177,45494339,1054292452,2118796590,0,6572.6608284397222222,611,44,12,2,0,2,3,23,24,1,158,314,330,58,146,189,765,449,53,669,28,493,233,1624417462,209637327,286524142,543266778,208189858,302835816,280082861,1838713729,0,934269223,112280942,125,2675,378,2265,30,13
2023-07-22,2024-07-22,2743876476,127982125,2547417724,68476627,63855566,1110996359,1569024551,0,8904.8017102605555556,533,41,6,2,1,3,6,13,16,1,114,237,237,49,164,193,651,330,39,583,22,360,262,1191316914,155705495,223938478,622225093,234071947,254699319,199518017,1369506534,0,949443751,77268385,102,3236,380,2821,22,8
2023-07-21,2024-07-21,2794067774,114967659,2485124229,193975886,65870145,810496548,1917701081,0,8326.5732718816666667,481,60,22,1,0,2,2,15,17,4,148,241,261,53,114,137,641,375,40,564,19,404,193,1454028470,275301509,329359494,475395173,87475772,247625603,236017994,1681683087,0,810496548,92125752,122,2199,350,1799,25,7
2023-07-20,2024-07-20,2758626958,112725178,2616274298,29627482,45597783,1250721402,1460051821,2255952,5770.6876638677777778,504,63,18,1,0,4,3,9,16,4,131,231,229,59,169,187,656,305,36,586,16,348,285,1073416891,183955070,202679860,720842799,110637578,419241025,253430883,1206620938,0,1240539397,73582937,100,2471,338,2091,24,11
2023-07-19,2024-07-19,1863883502,64823504,1786886234,12173764,23969470,776952039,1062961993,0,3792.1243983580555556,349,41,16,1,0,1,2,6,8,3,74,160,167,46,104,134,444,213,20,407,9,242,190,796529280,124795037,141637676,384265154,117971809,274715076,164036199,898925794,0,708245161,50412422,72,2021,306,1687,16,8
2023-07-18,2024-07-18,2584981236,80645062,2493184318,11151856,52301472,1044994640,1487685124,0,5933.6479937655555556,466,26,17,11,2,1,0,10,15,3,93,197,224,60,157,179,574,297,29,522,11,319,231,1178958313,109220710,199726488,526243800,221134631,297616209,150420699,1337264425,0,917600373,73420224,90,2176,324,1814,23,5
2023-07-17,2024-07-17,2932773746,79345334,2824208220,29220192,73210031,1098316925,1761246790,0,6075.9364962772222222,563,42,6,6,0,1,2,13,9,5,161,265,277,71,159,192,678,344,30,617,16,393,252,1274133942,212557680,274555168,608722682,180571652,309022591,295519683,1465727107,0,1009122060,81193647,115,2665,369,2232,27,8
2023-07-16,2024-07-16,1506850155,28532206,1466000543,12317406,28322798,631740377,842957032,3829948,2985.1402081175000000,293,25,4,0,0,1,1,1,10,1,65,131,144,34,105,114,351,165,14,322,3,191,147,556054437,165334964,121567631,352916195,107796960,171027222,175199946,667757086,0,566759774,37212726,53,1495,230,1233,14,2
2023-07-15,2024-07-15,1567350498,58605131,1497932918,10812449,31503883,630273072,905573543,0,4008.9920394505555556,298,18,10,4,0,0,0,0,5,11,80,138,135,35,94,120,358,174,16,330,,205,142,654153363,132210631,119209549,273928119,155321018,201023935,184699622,720873921,0,575710981,40701150,63,1539,240,1261,18,3
2023-07-14,2024-07-14,2955474523,144679760,2783268062,27526701,86695941,1184790574,1679633529,4354479,8624.7568936425000000,555,43,8,10,1,1,0,4,20,17,134,270,295,64,161,205,688,345,42,617,5,391,255,1200662056,231843495,248784299,581897560,189889522,413003492,288945950,1390687579,0,1044217908,83900263,92,2266,345,1873,38,9
2023-07-13,2024-07-13,2850242272,160079609,2661867284,28295379,60077664,1158287540,1629788574,2088494,11736.392865330556,539,35,8,3,2,3,4,7,16,21,132,242,249,60,163,210,684,357,51,587,14,381,269,1271666442,155571717,204535356,604866670,205861506,347559364,200429626,1429358948,0,1076291669,89829278,104,2545,355,2134,22,6
2023-07-12,2024-07-12,1889373336,72452681,1806728144,10192511,11855025,863240522,1014277789,0,4606.7681952183333333,337,46,14,4,0,4,1,4,12,7,82,147,156,50,122,139,443,224,28,401,9,243,192,769213361,99773147,145291281,491069122,188321865,183849535,120527592,893750197,0,743082038,56827333,51,1891,302,1563,15,8
2023-07-11,2024-07-11,2121727333,87071629,2024350626,10305078,55461643,907007759,1159257931,0,6601.6736357763888889,424,22,21,4,1,3,2,8,13,5,93,169,189,44,116,172,537,255,31,472,13,284,219,876351885,163866276,121102529,477714145,153040520,276253094,201749629,957508302,0,816038087,55810783,87,1961,252,1672,24,7
2023-07-10,2024-07-10,2688904976,128563146,2532885962,27455868,43125395,1084628151,1559027081,2124349,7641.0448184219444444,513,35,15,8,1,2,3,11,24,7,133,232,238,68,150,190,639,315,47,572,16,357,251,1108758995,259549735,192303121,583573195,204509274,296545682,259499744,1299527337,0,979500761,78884594,85,3143,370,2719,20,7
2023-07-09,2024-07-09,2311231653,142591642,2137977637,30662374,48384638,907414685,1353541463,1890867,5636.2233656816666667,486,22,11,0,1,2,7,18,16,2,129,219,224,61,151,171,601,315,45,520,27,336,228,1039328025,147768306,166445132,477542208,125954230,303918247,178246832,1175294631,0,831045878,76338162,84,2232,317,1879,21,3
2023-07-08,2024-07-08,2410484255,155568615,2219080467,35835173,67977784,1022285309,1320221162,0,7137.5528418713888889,456,32,18,2,1,4,4,16,26,2,91,197,197,58,160,190,597,298,52,509,24,326,237,1015916295,158515407,145789460,590990139,149022378,282272792,196152872,1124068290,0,955938639,73509549,85,2177,307,1832,30,3
2023-07-07,2024-07-07,2603233177,143978011,2414497455,44757711,35881019,1048406130,1510768329,8177699,6707.3128268652777778,507,41,15,1,1,2,5,19,19,3,124,211,226,48,152,202,656,341,48,565,26,372,247,1103764743,150281974,256866072,537887636,99192065,411326429,205886098,1304882231,0,1004182147,75441275,116,2341,333,1957,22,10
2023-07-06,2024-07-06,3208515766,94496972,3099194194,14824600,94268348,1247759332,1858585477,7902609,4911.9288806672222222,693,39,7,4,0,3,0,14,15,2,157,321,348,59,192,264,799,405,34,743,17,450,306,1337678246,268187296,252719935,611265562,234002485,402491285,289626567,1568958910,0,1160260157,96704854,110,2601,270,2301,58,5
2023-07-05,2024-07-05,2191043437,71381394,2115936082,3725961,6831316,976747766,1207464355,0,4617.7453673011111111,430,41,9,4,0,0,0,6,12,1,80,191,194,28,121,173,531,260,19,484,6,283,231,981806879,82992259,142665217,491039863,170997854,314710049,178596553,1028867802,0,878214075,62196422,78,1911,215,1673,22,3
2023-07-04,2024-07-04,2816642981,107436051,2703415864,5791066,54505162,1079384221,1679311126,3442472,7459.4515711950000000,516,74,21,10,0,1,1,15,15,3,104,229,276,37,123,180,677,343,35,621,17,384,256,1357076448,97040592,225194086,580846930,120736657,377800634,280574736,1398736390,0,983239419,84017901,90,2520,289,2206,51,6
2023-07-03,2024-07-03,2999355286,178635573,2784519605,36200108,83717495,1245876103,1669761688,0,9454.0269172016666667,575,54,14,13,0,5,4,14,26,6,100,230,247,58,154,218,749,358,55,656,23,394,299,1280871069,133331245,255559374,703598332,174989010,367288761,290036551,1379725137,0,1139793896,82367699,115,2728,289,2397,39,5
2023-07-02,2024-07-02,3020291360,102868349,2876688122,40734889,48325166,1304787127,1661096075,6082992,8990.1054692741666667,616,60,14,7,0,3,2,12,16,5,80,226,287,53,156,245,777,390,38,697,17,420,313,1261853162,192571292,206924799,798402313,197682674,308702140,223406436,1437689639,0,1200852722,77876549,149,3579,359,3177,41,9
2023-07-01,2024-07-01,3009103863,160086202,2809559940,39457721,88532435,1258007780,1662563648,0,7541.9482383661111111,569,64,20,6,0,0,3,21,17,2,95,223,255,43,167,221,760,371,43,659,24,407,296,1026900021,364791851,270871776,551873353,298103617,408030810,299247003,1363316645,0,1075796060,80080814,122,2738,322,2370,40,5
2023-06-30,2024-06-30,3280091694,190147377,3055563011,34381306,52471048,1270051145,1956772046,797455,9380.4011055383333333,632,53,25,3,1,4,2,30,20,4,93,232,287,44,157,223,820,416,60,714,36,467,297,1492439858,209648779,254683409,692649425,221166760,356234960,340347443,1616424603,0,1145950112,96999010,120,2895,380,2470,47,1
2023-06-29,2024-06-29,3034742491,113734260,2895458805,25549426,69543657,1078625883,1884392075,2180876,7586.0525117116666667,596,78,14,4,1,2,2,11,16,3,100,272,279,32,146,195,775,413,34,693,15,448,273,1522124783,122342508,239978464,612484948,113552983,352587952,302862418,1581529657,0,1078625883,91013631,134,2628,319,2268,31,7
2023-06-28,2024-06-28,1988008866,84361126,1900840420,2807320,20531052,752161579,1213699876,1616359,5221.7281240297222222,380,38,16,6,0,1,1,12,10,5,41,124,194,15,79,136,494,257,29,440,14,287,177,939429080,109209781,165061015,375212782,72555072,304393725,255814419,957885457,0,752161579,52720406,90,2077,304,1737,11,3
2023-06-27,2024-06-27,2559418377,87136581,2419029818,53251978,70545965,722227520,1766644892,0,9877.9671930286111111,461,62,14,8,0,1,0,7,21,4,54,195,278,12,62,146,624,371,33,545,8,406,169,1418722741,170584905,177337246,371924280,66153592,284149648,320119910,1446524982,0,715435942,85733858,121,1852,254,1570,25,4
2023-06-26,2024-06-26,3550624271,160439012,3352303970,37881289,33832658,1269016996,2247774617,0,11487.428568764722,615,101,24,15,0,3,5,12,29,6,74,248,325,27,135,220,839,454,55,755,20,515,296,1744852140,289726551,213195926,688615446,205883676,374517874,358925187,1888849430,0,1133252132,115287613,122,2903,384,2464,31,11
2023-06-25,2024-06-25,2562202108,64583431,2482436363,15182314,27531088,894141594,1638891976,1637450,7383.5653950602777778,482,52,26,9,3,2,0,1,17,3,65,204,260,26,93,161,633,326,23,572,3,371,225,1293484525,176089726,169317725,430558262,124809968,338773364,360547854,1278344122,0,826004312,72702823,111,2235,319,1880,37,5
2023-06-24,2024-06-24,3480251096,109360994,3318816951,52073151,56348366,1244539243,2168792476,10571011,12793.030554616944,612,84,32,16,2,3,2,4,22,12,60,233,331,23,102,217,824,426,43,746,9,486,293,1730351235,204490675,241768736,638725292,229484939,376329012,403290555,1765501921,0,1091067959,101324802,114,2646,350,2258,38,12
2023-06-23,2024-06-23,3306564823,153672495,3150837516,2054812,46001459,1298424569,1958144338,3994457,11144.636828870000,560,133,30,13,0,1,0,14,28,10,64,202,260,23,142,220,805,402,53,736,15,451,325,1492095310,223525616,242523412,606385000,274840851,417198718,322147358,1635996980,0,1130039653,93057631,120,2815,378,2403,37,13
2023-06-22,2024-06-22,2826560805,142627033,2670887798,13045974,46955624,1429906347,1338156505,11542329,8743.9037012508333333,551,59,17,3,2,0,5,16,17,12,55,170,198,39,179,258,707,301,50,632,21,323,338,1059159995,87800550,191195960,783261553,225018848,421625946,160262289,1177894216,0,1317688865,69138966,87,3009,374,2610,21,10
2023-06-21,2024-06-21,1743711916,57620850,1682660169,3430897,25770279,1048711286,669230351,0,6758.1754380947222222,332,53,18,4,0,0,1,9,10,3,21,88,114,16,109,185,455,170,23,407,10,163,260,533218758,52368281,83643312,511499550,225153971,312057765,53899971,615330380,0,923518128,36033889,59,2817,410,2380,19,6
2023-06-20,2024-06-20,2821278257,87510894,2718552779,15214584,44532358,1695644394,1075631230,5470275,10362.157306077222,491,85,44,23,1,0,0,10,16,6,24,109,164,22,150,295,693,225,32,644,10,251,404,825708705,86551821,165553686,891461232,219744927,584438235,190978727,884652503,0,1605637853,51165213,63,4129,562,3551,25,8
2023-06-19,2024-06-19,2776801421,122727099,2645836329,8237993,48054705,1589481528,1133019349,6245839,8789.3945119108333333,519,56,31,12,0,1,3,8,24,7,48,134,152,44,194,265,681,253,43,618,12,270,374,860047261,93911932,179060156,966348796,162090626,461042106,151515277,981504072,0,1522907928,57775115,65,4794,779,3986,26,11
2023-06-18,2024-06-18,2516566084,147404292,2359637205,9524587,65499444,1072999412,1378067228,0,9183.5237170991666667,464,49,15,5,0,4,4,23,18,5,69,169,194,33,125,172,623,307,54,533,31,312,254,1028598669,149808761,204273150,643898903,63525257,365575252,164307564,1213759664,0,1055795311,71511949,91,3327,576,2727,21,15
2023-06-17,2024-06-17,1808829064,65103984,1739747264,3977816,47625486,800392115,954189794,6621669,6265.6699559205555556,353,39,20,4,0,1,1,3,20,4,32,99,151,21,97,165,463,212,29,416,5,231,208,735888383,120545244,97756167,428434984,74275963,297681168,165592550,788597244,0,800392115,47118463,64,2487,342,2119,18,10
2023-06-16,2024-06-16,2938036535,126232101,2739843483,71960951,16335975,938022623,1983677937,0,13158.740301193333,465,113,31,15,1,2,0,6,33,6,39,162,266,16,101,150,737,415,47,625,8,462,227,1490790613,332058668,172717313,587280925,93475945,257265753,435094522,1548583415,0,938022623,88084465,141,3624,539,3039,29,13
2023-06-15,2024-06-15,2686391026,179049130,2448269632,59072264,79291723,650965222,1952032933,4101148,13705.408862993889,426,93,20,14,2,3,9,11,29,5,45,183,248,21,69,102,658,405,57,555,23,462,156,1300792122,362698318,288542493,374758274,50214224,225992724,368136780,1583896153,0,650965222,91659632,141,2886,585,2245,27,12
2023-06-14,2024-06-14,1977497295,74729085,1875160945,27607265,6712145,551895287,1418889863,0,6662.8460543294444444,289,60,36,9,0,1,1,10,17,2,25,105,175,7,48,83,442,260,31,394,12,319,118,926452013,324557457,167880393,276204761,63035420,212655106,340890406,1077999457,0,551895287,59438742,85,1852,302,1513,16,9
2023-06-13,2024-06-13,2753842411,161226815,2570245520,22370076,50959996,595113158,2107769257,0,14568.409274683333,394,66,88,23,0,5,3,10,26,7,37,170,257,7,54,97,665,430,51,571,18,480,149,1509282808,317934525,280551924,325721656,81296350,188095152,399324450,1708444807,0,595113158,94848222,160,1951,338,1574,43,10
2023-06-12,2024-06-12,2950583498,123390659,2798372275,28820564,82722487,632393748,2223770266,11696997,12371.240276382500,522,47,15,17,0,6,1,12,20,6,67,254,317,15,79,108,695,428,45,601,19,500,148,1660218033,290663311,272888922,405375412,29772962,197245374,516560593,1707209673,0,632393748,98070624,140,2204,319,1820,28,9
2023-06-11,2024-06-11,3306471908,139621455,3142442088,24408365,43036521,663652500,2594626929,5155958,11714.959346307778,582,66,27,9,2,5,6,15,21,4,72,226,389,12,67,106,768,489,51,686,26,583,156,1855311633,456311473,284068511,430592915,35973150,197086435,581363978,2013262951,0,663652500,117918788,145,2076,347,1674,25,9
2023-06-10,2024-06-10,3107979969,103474677,2972393662,32111630,63269084,623065784,2405925787,15719314,12353.687123740278,384,154,66,14,3,4,3,14,13,2,38,150,254,10,41,69,705,445,36,621,21,515,144,1775451280,388820338,241654169,353631010,78089176,191345598,518283804,1887641983,0,623065784,110803364,126,2077,331,1686,34,10
2023-06-09,2024-06-09,3472994680,133107104,3252957867,86929709,32448118,532869912,2907676650,0,10955.246795607778,571,82,39,18,1,3,3,13,14,3,101,298,388,6,71,104,790,534,36,711,19,611,147,2048489678,505244328,354036474,280711003,89171254,162987655,503036777,2357944273,0,532869912,129837335,146,2176,305,1816,46,7
2023-06-08,2024-06-08,3284904695,118860245,3141492587,24551863,59476928,698538844,2526888923,0,10674.557083811944,527,83,62,24,0,3,3,12,26,3,93,290,356,12,71,97,793,496,47,696,18,584,166,1676422154,571105812,279473104,400655093,86921668,210962083,592537097,1934351826,0,698538844,108643089,165,2364,315,1976,35,9
2023-06-07,2024-06-07,2187040758,103045143,2075611628,8383987,63458823,451250174,1672331761,0,6736.4672148455555556,391,41,18,4,0,2,4,10,22,2,55,152,257,13,59,78,524,319,40,454,16,393,106,1177402770,310907813,184021178,273051464,40340437,137858273,513101214,1159230547,0,451250174,60685043,124,1743,241,1457,21,10
2023-06-06,2024-06-06,2847347309,101632066,2721564780,24150463,47482824,624433991,2168462691,6967803,9832.2986186991666667,508,44,22,14,2,4,3,12,16,6,78,276,332,20,82,118,678,407,41,590,19,486,147,1596650534,392045671,182529813,381011143,84500787,158922061,567768451,1600694240,0,624433991,87286800,154,2180,304,1838,39,5
2023-06-05,2024-06-05,2946087130,144616947,2773076117,28394066,78507672,700316190,2164735662,2527606,9671.7715197561111111,508,66,11,13,3,6,4,15,20,2,68,244,307,17,87,116,684,410,47,601,25,492,159,1507791015,470635242,186309405,446150597,61160706,193004887,540649969,1624085693,0,700316190,86895844,142,2322,320,1944,28,5
2023-06-04,2024-06-04,1833799270,46039744,1760123458,27636068,38352479,417048485,1378398306,0,5479.1424231105555556,325,37,10,4,2,2,1,2,7,4,86,178,209,14,62,72,429,260,16,378,5,312,97,895463571,321081108,161853627,235590329,36538172,144919984,347699358,1030698948,0,417048485,58536788,97,1785,266,1474,13,3
2023-06-03,2024-06-03,1524376515,54854600,1457616362,11905553,31020072,348024776,1142324467,3007200,4958.2421687855555556,263,38,10,4,1,1,1,2,9,3,45,127,172,11,46,63,363,216,16,316,4,254,82,787962503,221755967,132605997,212721367,37672496,97630913,324412074,817912393,0,348024776,44479207,88,1418,211,1162,11,11
2023-06-02,2024-06-02,2399021291,80277431,2286119071,32624789,58494958,579896223,1755771278,4858832,9448.3201819141666667,401,69,17,22,1,2,0,3,15,8,42,173,243,15,71,92,601,381,28,510,5,425,135,1280274383,331234039,144326874,398621111,37311070,143964042,309501172,1446270106,0,579896223,77657667,153,2069,296,1709,36,3
2023-06-01,2024-06-01,2522833225,158880927,2317281594,46670704,51575486,652732704,1811438938,7086097,12105.048728494722,460,58,12,8,0,1,2,14,26,3,88,201,264,26,82,117,642,414,46,538,17,438,156,1230089428,369153401,212196109,448116087,70544178,134072439,228611090,1582827848,0,652732704,84458265,157,2269,298,1888,23,8
2023-05-31,2024-05-31,1572432184,103339810,1459526333,9566041,22432098,450456957,1099543129,0,7973.4138131361111111,315,32,17,4,2,2,2,13,13,7,61,154,182,17,51,84,464,310,37,370,17,312,119,779922247,207588972,112031910,291093602,51420335,107943020,107886392,991656737,0,450456957,57139337,133,2043,358,1619,31,5
2023-05-30,2024-05-30,2608324067,126847790,2445636240,35840037,87076035,603256060,1911243139,6748833,9687.0020249344444444,454,66,17,9,1,4,2,8,26,6,54,179,287,12,63,109,625,418,46,547,14,445,144,1219001044,406195873,286046222,420190727,42075802,140989531,232155357,1679087782,0,603256060,85625274,165,2322,344,1913,22,8
2023-05-29,2024-05-29,2450082437,144271132,2277609014,28202291,32512815,545037142,1869225259,3307221,13159.794508909722,399,73,26,13,2,5,2,20,27,5,67,178,245,13,56,87,614,430,59,513,27,453,126,1297881138,295462189,275881932,379783169,50007347,115246626,192877976,1676347283,0,545037142,84686318,168,2212,357,1807,36,5
2023-05-28,2024-05-28,2341178892,190202398,2120019029,30957465,76799690,489343069,1775036133,0,10709.023678871944,413,52,17,11,1,4,0,27,27,4,63,179,233,19,68,90,601,420,62,494,31,430,129,1249144549,325251453,205775037,304343379,60986843,124012847,154772857,1620263276,0,489343069,86187481,157,2247,384,1817,24,12
2023-05-27,2024-05-27,2175587172,138070133,2014062937,23454102,30257293,419322808,1724241810,1765261,10216.293707910556,414,50,11,2,1,4,5,10,26,1,78,219,267,14,61,78,577,415,46,478,19,427,112,1243320617,271886952,209034241,291368668,42265995,85688145,141435880,1582805930,0,419322808,89319315,156,2121,394,1660,30,7
2023-05-26,2024-05-26,2498041444,167372510,2294835176,35833758,47408847,573457590,1868483305,8691702,11543.226445144444,477,46,4,3,1,3,5,15,31,8,110,249,288,20,84,102,643,452,62,531,23,456,143,1254082067,353152122,262886683,325545774,72379434,175532382,129067753,1739415552,0,573457590,100021323,159,2195,402,1738,27,16
2023-05-25,2024-05-25,2783120471,174117304,2520147211,88855956,70220169,509888919,2196329477,6681906,11314.154318907500,507,52,17,4,1,3,4,13,29,3,125,302,324,20,71,102,687,486,52,581,20,499,135,1438988872,423469143,335573666,328074793,66284682,115529444,224216671,1972112806,0,509888919,98200564,185,2424,392,1965,25,14
2023-05-24,2024-05-24,1563665485,84761966,1443980412,34923107,2250686,194787017,1366627782,0,5236.5070964788888889,293,26,8,3,0,5,0,15,9,3,70,175,210,4,26,36,388,308,32,330,20,320,53,995435983,209166185,162025614,115370089,14548971,64867957,148255460,1218372322,0,194787017,65083591,121,1691,308,1344,23,8
2023-05-23,2024-05-23,1958282056,129211344,1792671118,36399594,35129323,387604764,1533988749,1559220,7136.7381315866666667,379,20,13,4,0,3,6,15,19,1,65,183,241,16,54,74,489,354,44,416,24,367,95,1101505753,211657567,220825429,228365312,73747923,85491529,119996559,1413992190,0,387604764,76717367,123,1502,243,1221,20,2
2023-05-22,2024-05-22,1663659806,104394437,1544118323,15147046,74510852,308306267,1280842687,0,9443.5455272233333333,324,13,15,6,1,1,3,0,26,10,91,195,229,20,53,70,421,290,40,359,4,305,82,843222128,282085595,155703947,199193865,27266785,81845617,134703777,1146138910,0,308306267,63853948,92,1722,316,1359,27,9
2023-05-21,2024-05-21,2212537990,146284905,2032759977,33493108,21169153,385626614,1805742223,0,9497.7141146219444444,430,24,6,11,0,4,3,5,27,8,108,268,294,19,57,71,569,424,47,471,12,436,93,1220647471,304478494,280616258,196526996,49287520,139812098,192211046,1613531177,0,385626614,85349236,152,1959,364,1549,33,10
2023-05-20,2024-05-20,2290177952,114264570,2151891260,24022122,33770312,401012635,1853687049,1707956,10699.592339821111,422,51,5,1,0,2,1,8,22,10,104,244,292,5,42,63,546,407,43,479,11,437,92,1259687783,334712719,259286547,234934933,32914942,133162760,209095005,1644592044,0,401012635,85460896,140,1781,319,1414,28,11
2023-05-19,2024-05-19,2038493458,162104499,1821689481,54699478,41543045,235586497,1761363916,0,11322.329468363889,386,25,6,2,0,5,4,19,21,8,127,261,281,12,41,50,519,412,57,419,28,424,61,1202977862,344768026,214861406,173501767,19299325,42785405,93947374,1667416542,0,235586497,90438777,137,1509,305,1136,27,11
2023-05-18,2024-05-18,2351338029,128835748,2171249169,51253112,70085171,306537698,1974715160,0,10486.074963099722,430,30,12,2,0,4,9,20,12,5,136,285,309,12,48,63,574,429,50,474,33,450,77,1329636876,408800228,238176182,193317892,37115751,76104055,269300149,1705415011,0,306537698,97719594,146,1801,318,1416,30,14
2023-05-17,2024-05-17,1476554277,76275121,1381639833,18639323,28549908,172220006,1275784363,0,3954.3909947680555556,242,54,8,1,0,2,3,9,9,1,56,133,176,10,19,26,347,275,24,305,14,293,44,838831536,278174338,158778489,94806877,37652001,39761128,108475713,1167308650,0,172220006,58063509,102,1311,274,1010,8,13
2023-05-16,2024-05-16,1926833802,129942326,1765946785,30944691,68464238,197348746,1661020818,0,6847.3742577233333333,358,24,17,4,0,2,3,10,20,2,86,237,264,8,32,42,471,353,37,403,15,387,54,1154049333,343641214,163330271,146251388,5585632,45511726,220779872,1440240946,0,197348746,75704323,129,1616,318,1249,16,6
2023-05-15,2024-05-15,2059249603,159133419,1874140549,25975635,63872589,221308589,1774068425,0,6220.9586279963888889,401,28,1,5,0,5,3,12,17,4,147,274,282,20,43,47,505,385,41,435,20,412,66,1256363220,273900324,243804881,149958727,23692318,47657544,183799668,1590268757,0,221308589,79905069,135,1676,294,1323,20,8
